telegramId,channelId,driveId,name,type,size,views,downloaded
9205,1480741300,1AKLrynOktiT-cAQicAfysHS7SEOWJc_j,خزانة الأدب ولب لباب لسان العرب.azw3,application/x-mobipocket-ebook,10400344,284,0
9204,1480741300,1yWPJ6mHGMzMRvfCQqHSrPZhemUPDFO9u,خزانة الأدب وغاية الأرب.azw3,application/x-mobipocket-ebook,2161290,284,0
9203,1480741300,1w4bNkZ2D0YKFfyPPBBVMXeSgne-SpcLf,خريدة_القصر_وجريدة_العصر_قسم_شعراء_المغرب.azw3,application/x-mobipocket-ebook,594649,271,0
9202,1480741300,1ittFehiKUOBjPyMYp_1WcGckQhMkR0IB,خريدة_القصر_وجريدة_العصر_قسم_شعراء_العراق.azw3,application/x-mobipocket-ebook,483514,274,0
9201,1480741300,1PetlFyDBI3EI0srL7EsbU6g3zhlREdPl,خريدة_القصر_وجريدة_العصر_قسم_شعراء_العراق_جـ_1.azw3,application/x-mobipocket-ebook,597358,265,0
9200,1480741300,12dRLQfYSIKly-UVYc4-UTvusSZEtLr9J,خاص الخاص.azw3,application/x-mobipocket-ebook,477167,259,0
9199,1480741300,1W6820mrcC6h_jffLVmbDDkwiHScXWarg,حياة الحيوان الكبرى.azw3,application/x-mobipocket-ebook,3335032,259,0
9198,1480741300,1mYo7f8a4XzG0QWallePbwN_VshiJFH54,حماسة القرشي.azw3,application/x-mobipocket-ebook,340305,255,0
9197,1480741300,1fWRRT5dYgdv24Qhs-8Ue-Ke_YQU7qRfc,حماسة_الخالديين_=_بالأشباه_والنظائر_من.azw3,application/x-mobipocket-ebook,830248,252,0
9196,1480741300,17dkd0LgTK7NC5hg2gn7TO_imtM6SmUKY,جواهر_البلاغة_في_المعاني_والبيان_والبديع.azw3,application/x-mobipocket-ebook,784262,260,0
9195,1480741300,1VNBBs0ZUS9WxSksA8myhwKZxo0U42IYa,جواهر_الأدب_في_أدبيات_وإنشاء_لغة_العرب.azw3,application/x-mobipocket-ebook,1447599,259,0
9194,1480741300,1p2VR-9BKH4dyskf1WC5qwqMMCAgMCCbS,جمهرة_خطب_العرب_في_عصور_العربية_الزاهرة.azw3,application/x-mobipocket-ebook,3413037,256,0
9193,1480741300,11nz04YoXAZFjfhPpE5UhecYc1tVUhqSm,جمهرة الأمثال.azw3,application/x-mobipocket-ebook,1561493,435,0
9192,1480741300,1k6umSfFrBIc1Wl7ipIJ7SgbPf_8HlbKK,جمهرة أشعار العرب.azw3,application/x-mobipocket-ebook,712020,250,0
9191,1480741300,15O5ZeQcTdjUmnRoTw0sT8jwXiAO6THGj,ثمرات_الأوراق_مطبوع_بهامش_المستطرف_في_كل.azw3,application/x-mobipocket-ebook,1008524,248,0
9190,1480741300,1aMQvRt0YZrNTQ7u-yCP29cX9IGNpSbpH,ثمار القلوب في المضاف والمنسوب.azw3,application/x-mobipocket-ebook,1350121,247,0
9189,1480741300,1cuvW921e05njmMLLh0qhs6LYL9zjAf-E,تلوين_الخطاب_لابن_كمال_باشا_دراسة_وتحقيق.azw3,application/x-mobipocket-ebook,232328,247,0
9188,1480741300,1k-sQU3fHH5wlrpJmKq2ZuDBTcgWfmHd9,تعليق من أمالي ابن دريد.azw3,application/x-mobipocket-ebook,273861,241,0
9187,1480741300,1AzVSeXRCP6wccOAy0xaZ8h3ierxyDZWU,تطور الأدب الحديث في مصر.azw3,application/x-mobipocket-ebook,949204,243,0
9186,1480741300,1_sLUSxhp9-5BB15VGDhbayxra0TikPM_,تحسين القبيح وتقبيح الحسن.azw3,application/x-mobipocket-ebook,179437,245,0
9185,1480741300,1F3hq89uulh5UAiED4MHUb2V-xmLy6fSX,تحرير_التحبير_في_صناعة_الشعر_والنثر_وبيان.azw3,application/x-mobipocket-ebook,788407,241,0
9184,1480741300,1yvIZmvaQPNG3aV1u2RDt6XMheLChesSv,تاريخ النقد الأدبي عند العرب.azw3,application/x-mobipocket-ebook,1225600,241,0
9183,1480741300,1J_xdNsV0x4MA2MKF1eZ4zyYHxpWvZLVL,تاريخ_الأدب_العربي_العصر_الجاهلي.azw3,application/x-mobipocket-ebook,1116281,238,0
9182,1480741300,1N2P--9LqJb2rn3YOz0PJJ-XgZ5dbwTI0,تاريخ_الأدب_الأندلسي_عصر_سيادة_قرطبة.azw3,application/x-mobipocket-ebook,685035,244,0
9181,1480741300,15-zwpeiiA7cXsfxt7eUBLab8HawcJcXi,تاريخ_الأدب_الأندلسي_عصر_الطوائف_والمرابطين.azw3,application/x-mobipocket-ebook,655259,235,0
9180,1480741300,18kCnOd3BGzG53-VzYW-TaKtmk99IQlrn,تاريخ_الآداب_العربية_في_القرن_التاسع_عشر.azw3,application/x-mobipocket-ebook,1295298,233,0
9179,1480741300,1e9gvZNIJ5FJiidNIKLQxUrTCm8pzapfb,تاريخ آداب العرب.azw3,application/x-mobipocket-ebook,2161826,228,0
9178,1480741300,1PcYENV-Zdvf4CiEjZaS4l20iSRATvbD-,بلاغات النساء.azw3,application/x-mobipocket-ebook,484530,232,0
9177,1480741300,1_wgf37T08tU3iXFbVeV-jkfJ2ITPj3CI,بغية_الإيضاح_لتلخيص_المفتاح_في_علوم_البلاغة.azw3,application/x-mobipocket-ebook,1157748,225,0
9176,1480741300,1DkLJU0uoYwimlHc0_qGpQZg9hz5IsuSI,بدر_شاكر_السياب_دراسة_في_حياته_وشعره.azw3,application/x-mobipocket-ebook,822762,226,0
9175,1480741300,1K1VyrKneMiqzTCKv84I_cov_XDBLqQcq,بدائع البدائه.azw3,application/x-mobipocket-ebook,707532,223,0
9174,1480741300,1whLaXiCJZ18M5LC0yov8zxRCN4SaXH40,أهدى سبيل إلى علمي الخليل.azw3,application/x-mobipocket-ebook,352369,221,0
9173,1480741300,1pc9gdsrTQCidhgff2BTXX-LvtxWqpxJy,أنساب_الخيل_في_الجاهلية_والإسلام_وأخبارها.azw3,application/x-mobipocket-ebook,132248,213,0
9172,1480741300,18ccjy-uR8y7aNPHJy0i8-Fo2op_M2dYl,أمثال العرب.azw3,application/x-mobipocket-ebook,435286,214,0
9171,1480741300,1Vd8w46XWq6ZD-jK36MCdPukBUmH_uNcF,الوساطة بين المتنبي وخصومه.azw3,application/x-mobipocket-ebook,795903,208,0
9170,1480741300,1ivHTyAELUlq2pCNtk5ryOLRkS2Zbw7UQ,النكت_العصرية_في_أخبار_الوزراء_المصرية.azw3,application/x-mobipocket-ebook,626444,205,0
9169,1480741300,1Jdpoq6bHUyVwXhJiB0RU4L9g3dPC9fhj,النقد_الأدبي_ومقاييسه_خلال_عهد_الرسول_صلى.azw3,application/x-mobipocket-ebook,104194,203,0
9168,1480741300,1mRO_aBYp91qMli-Kx8KkQpJ8PeRWEuW8,النقد الأدبي ومدارسه الحديثة.azw3,application/x-mobipocket-ebook,1269495,207,0
9167,1480741300,184e5ugmkF1QlT95mWUIA6JvUxUBqgT0k,النظرات.azw3,application/x-mobipocket-ebook,1492429,205,0
9166,1480741300,1X_QBuZf1R-UepFcCFF4nj816hQyHfjux,الموشى = الظرف والظرفاء.azw3,application/x-mobipocket-ebook,533152,200,0
9165,1480741300,1orSs4AnK3mxjnl5NZ1Pwx3Y54wKZwYvK,الموشح_في_مآخذ_العلماء_على_الشعراء.azw3,application/x-mobipocket-ebook,1052424,199,0
9164,1480741300,1_DC2Qorrz6nrZE-MlcI1jh5iPSSPrC2N,الموازنة بين أبي تمام والبحتري.azw3,application/x-mobipocket-ebook,655988,198,0
9163,1480741300,1NfGAAgwd3pe28VHlrh0sE4jWXStSos1X,المنهاج الواضح للبلاغة.azw3,application/x-mobipocket-ebook,2090777,195,0
9162,1480741300,1UDf8OaH8iSmdDaRLhsopPB8O8cyUUKec,المنصف للسارق والمسروق منه.azw3,application/x-mobipocket-ebook,974449,189,0
9161,1480741300,18x2h403OXOvlL-CA1vkA9W2NLN5I_2_u,المنتحل.azw3,application/x-mobipocket-ebook,541366,191,0
9160,1480741300,1eLhLNaTs8Zoeljptpt9asBCjNzeDPSvH,المقتطف من أزاهر الطرف.azw3,application/x-mobipocket-ebook,543529,195,0
9159,1480741300,1zLsk6uAIe4FbhnEZ0mJ-G-DzrRCc2-bL,المقال وتطوره في الأدب المعاصر.azw3,application/x-mobipocket-ebook,838670,193,0
9158,1480741300,1P-iF34SUwtbh_EoEW4UalKB_4ywWURuO,المقابسات.azw3,application/x-mobipocket-ebook,558513,192,0
9157,1480741300,1Q7yiULc3RimteJZdzNNEx26vB9C5JxJq,المفضليات.azw3,application/x-mobipocket-ebook,602334,190,0
9156,1480741300,1GvDcAL0IoINXGRc-jP1FstdxiDpLgmhp,المعاني الكبير في أبيات المعاني.azw3,application/x-mobipocket-ebook,1831017,189,0
9155,1480741300,1pW-IwEfyny-oYrKHaMOPcf8euNGIbP-Z,المعارك الأدبية.azw3,application/x-mobipocket-ebook,1293763,187,0
9154,1480741300,1cR76HogmEJXN0B_uKU1Fcp50PRrRVPjm,المصون في الأدب.azw3,application/x-mobipocket-ebook,293084,186,0
9153,1480741300,1vA4_SV1iVdomQ7qnOLcix9mp6CyCw6Fr,المستقصى في أمثال العرب.azw3,application/x-mobipocket-ebook,1269094,187,0
9152,1480741300,13mqUXvtaiwiWx6n4PXSECTjgj0cxcsUK,المستطرف في كل فن مستطرف.azw3,application/x-mobipocket-ebook,2013797,185,0
9151,1480741300,1A5jU2RxHDYW_h1plblIOsozq8aPk4dGO,المذاهب_الأدبية_في_الشعر_الحديث_لجنوب_المملكة.azw3,application/x-mobipocket-ebook,806584,188,0
9150,1480741300,1Oj3HWvBX8CgAvctqRXPiDDlDLsdTKW2q,المدخل في فن التحرير الصحفي.azw3,application/x-mobipocket-ebook,1084737,187,0
9149,1480741300,1ycElniPzhDvY-CjLbQbVuQ5jWuksXj8A,المختار من شعر شعراء الأندلس.azw3,application/x-mobipocket-ebook,150743,185,0
9148,1480741300,1UsArkyBwR6gMCBEw9T_sRuP9RABPeLhm,المحاضرات والمحاورات.azw3,application/x-mobipocket-ebook,1373604,183,0
9147,1480741300,1NQOslSHyV63SgG_v6L6YQYZKRfiFYYNW,المحاسن والأضداد.azw3,application/x-mobipocket-ebook,665105,194,0
9146,1480741300,1APxVDtYuOx8AZKR8O_d-gBdpRutG5r2X,المجموع اللفيف.azw3,application/x-mobipocket-ebook,1455824,184,0
9145,1480741300,1BN8t9GEctOb78A2oukJc7F2DGGO5E44y,المثل_السائر_في_أدب_الكاتب_والشاعر.azw3,application/x-mobipocket-ebook,2067130,187,0
9144,1480741300,1MrqxN-o2lzmcTWzzPZV5-nJ4wW0F8fja,اللطائف والظرائف.azw3,application/x-mobipocket-ebook,519051,190,0
9143,1480741300,14L2W0lsP_1WhW-NE01yl5vI_vRfNTmDG,الكشكول.azw3,application/x-mobipocket-ebook,1539922,180,0
9142,1480741300,16PBIIomF5zu3IDGNrM7M6Y20e8lN261h,الكامل في اللغة والأدب.azw3,application/x-mobipocket-ebook,2139717,195,0
9141,1480741300,1JsRegGGYOstRmGGKZHVTAGJeRD7yRtiE,القوافي.azw3,application/x-mobipocket-ebook,166619,183,0
9140,1480741300,1Majh6bOQmzPjGZxXDLSAGGtbsNujVXdN,الفن ومذاهبه في النثر العربي.azw3,application/x-mobipocket-ebook,911136,177,0
9139,1480741300,10J6F5icAkIVtA9Ou585AHsKSwEE9ZKkV,الفن ومذاهبه في الشعر العربي.azw3,application/x-mobipocket-ebook,1243167,176,0
9138,1480741300,1yAXqhCfKGObduq1YUBwz26sANcUoRr3B,الفلك_الدائر_على_المثل_السائر_مطبوع_بآخر.azw3,application/x-mobipocket-ebook,855633,176,0
9137,1480741300,1pNK6FQ1UGuGsjUDNHBZGC2Baw8o62YIf,الفرج بعد الشدة للتنوخي.azw3,application/x-mobipocket-ebook,2456722,173,0
9136,1480741300,1-2EMCfiNPZEPIX-i1sS4edBbJGtGVC2N,الفاضل.azw3,application/x-mobipocket-ebook,269013,174,0
9135,1480741300,1fbcTW4sXol5V5dhGJVrhWQ5KR5nXD7Ag,الفاخر.azw3,application/x-mobipocket-ebook,642123,170,0
9134,1480741300,1t3bxdMFBVsPOHze7vrUNugS-xSFy7omL,العمدة في محاسن الشعر وآدابه.azw3,application/x-mobipocket-ebook,1169756,171,0
9133,1480741300,14Ykn00sx7fsS_QPqTkKhalp5qFtJHxEk,العقد الفريد.azw3,application/x-mobipocket-ebook,5319547,180,0
9132,1480741300,1AMANw0hrsRtLDsfeJVYNdJ5i446nwgSU,العبرات.azw3,application/x-mobipocket-ebook,479644,179,0
9131,1480741300,1-lJFgnmOaIKSo9Kxmg67d-fdQKT3YlMa,الطراز_لأسرار_البلاغة_وعلوم_حقائق_الإعجاز.azw3,application/x-mobipocket-ebook,1786679,178,0
9130,1480741300,1e_nJsQ5XGMAv6_ootbA3Vq4yy5JVUB47,الصولي_شاعرا_دراسة_فنية_تحليلية_لأهم_أغراض.azw3,application/x-mobipocket-ebook,111402,181,0
9129,1480741300,1LtWA2LwUHQetHwKUZuXd0FHVqDrUwG0m,الصورة الأدبية تاريخ ونقد.azw3,application/x-mobipocket-ebook,384606,178,0
9128,1480741300,1gMSPbyc8AJrAE7wB_venypAiszw3PNHu,الصناعتين.azw3,application/x-mobipocket-ebook,859057,177,0
9127,1480741300,1hUdH8raB_m813RkntXI_iDDRYzPmFZS_,الصداقة والصديق.azw3,application/x-mobipocket-ebook,521723,178,0
9126,1480741300,17XHkY_g1-Tv79pXL9Vn4L45qO8MQNQ4V,الصبح_المنبي_عن_حيثية_المتنبي_مطبوع_بهامش.azw3,application/x-mobipocket-ebook,876493,178,0
9125,1480741300,1xj-pITWU5_UA5d5zmXEB_80fZc9nj_C7,الشكوى_والعتاب_وما_وقع_للخلان_والأصحاب.azw3,application/x-mobipocket-ebook,295979,175,0
9124,1480741300,1iB4ciY6KtdxlJcaBKKdcVQUuC-2KMlF1,الشعور بالعور.azw3,application/x-mobipocket-ebook,467440,174,0
9123,1480741300,1rRfimPMErHYSFg2vQIkfOMPHgEX2qQrn,الشعراء_الصعاليك_في_العصر_الجاهلي.azw3,application/x-mobipocket-ebook,764449,162,0
9122,1480741300,15NwBaSiSgdrZ_RKT8umVyck3PCzbNXHG,الشعر والشعراء.azw3,application/x-mobipocket-ebook,1784524,160,0
9121,1480741300,1oMxmNTiu4WRjdcwRR2Lpl68SXHvDP7qX,الشعر في ضوء الشريعة الإسلامية.azw3,application/x-mobipocket-ebook,128803,156,0
9120,1480741300,19Vw3k3zZwpA-JVveNZDEnbORmeNWIqRz,الشعر_في_خراسان_من_الفتح_إلى_نهاية_العصر_الأموي.azw3,application/x-mobipocket-ebook,737664,158,0
9119,1480741300,1wWD9v2zu3xnIGt-5_gneyaqCmWCe0mKR,السحر الحلال في الحكم والأمثال.azw3,application/x-mobipocket-ebook,293970,151,0
9118,1480741300,1F3TdjqF-yIgV6mvoSLmAYOmXXfc8V_f4,الرسائل السياسية.azw3,application/x-mobipocket-ebook,844512,151,0
9117,1480741300,1-T5JizEdBtQq2kFP6LVddUVI_H3yCNTq,الرسائل الأدبية.azw3,application/x-mobipocket-ebook,875646,153,0
9116,1480741300,1uvE2sswcRacn0lSinIZgQCdp0m39tfKG,الحيوان.azw3,application/x-mobipocket-ebook,4793932,159,0
9115,1480741300,15ArIbOxWTo-_OfHb0wvVlN4vop6q_mBl,الحور العين.azw3,application/x-mobipocket-ebook,550140,148,0
9114,1480741300,1Tla7CjVnr7rWHIiXfGhoqAcw72uX7LGO,الحماسة_المغربية_مختصر_كتاب_صفوة_الأدب.azw3,application/x-mobipocket-ebook,1309291,146,0
9113,1480741300,1bvtEJ4Wk8HjgPbUm-PzG3zGEQVUrHfvh,الحماسة البصرية.azw3,application/x-mobipocket-ebook,1089227,137,0
9112,1480741300,1VSk94Y8DMcTEimljElCISqf6TTaPgI62,الحلبة_في_أسماء_الخيل_المشهورة_في_الجاهلية.azw3,application/x-mobipocket-ebook,300620,133,0
9111,1480741300,1HV0hN5sz__OryO6VFiIAS6oSMCdRt4s0,الجليس_الصالح_الكافي_والأنيس_الناصح_الشافي.azw3,application/x-mobipocket-ebook,2779238,132,0
9110,1480741300,1FchEOCwjlLIE4zdazT61k3sJKz4XwDuq,التنبيه_على_أوهام_أبي_علي_في_أماليه.azw3,application/x-mobipocket-ebook,288829,130,0
9109,1480741300,1_U912xMbLbRmc3FXMxwyLLEPckPptt09,التمثيل والمحاضرة.azw3,application/x-mobipocket-ebook,632211,128,0
9108,1480741300,1mysce_Loh7KIwgNJxdNTfESJG9yDErHm,التعازي_والمراثي_والمواعظ_والوصايا.azw3,application/x-mobipocket-ebook,468794,130,0
9107,1480741300,1Gqpbfm4Q0LTKGmzgN2D9Dzic2RHTUpzF,التطفيل_وحكايات_الطفيليين_وأخبارهم_ونوادر.azw3,application/x-mobipocket-ebook,288059,125,0
9106,1480741300,1Qu5PMJ7yJo-xpSDc0SRU9ADiYrcoxwxS,التذكرة الحمدونية.azw3,application/x-mobipocket-ebook,7555591,140,0
9105,1480741300,19yF30NcN1rn2lc0EWPXr2OnF0txahVBo,التحرير الأدبي.azw3,application/x-mobipocket-ebook,749758,130,0
9104,1480741300,1pGNARjM_MBwCM_It5Z037oQHCyL3qsy9,التاج في أخلاق الملوك.azw3,application/x-mobipocket-ebook,296216,121,0
9103,1480741300,1xH0eVnJxeuXMUCMHIWBL6FCUqJftMdme,البيزرة.azw3,application/x-mobipocket-ebook,343184,122,0
9102,1480741300,1WyzTWMhs-VmfYgp5PgB_OSRoh3FGUOON,البيان والتبيين.azw3,application/x-mobipocket-ebook,1576764,124,0
9101,1480741300,1MmuASMY8jxNqwY2B6CMi48hkihJJnucm,البلاغة العربية.azw3,application/x-mobipocket-ebook,2150127,119,0
9100,1480741300,1P5fgZY1pj63OvwfKJClPY92JKCgRMMG-,البغال.azw3,application/x-mobipocket-ebook,242353,122,0
9099,1480741300,1YaU36tKOIFTauXvL1zuIMt-M-QO1lvCB,البصائر والذخائر.azw3,application/x-mobipocket-ebook,2881637,122,0
9098,1480741300,10Z3VDmRcugoTp5dOe-u5ps6zZh5HjqUG,البرصان_والعرجان_والعميان_والحولان.azw3,application/x-mobipocket-ebook,1300415,122,0
9097,1480741300,1B5xjBV8ssXjHAfGK5uZUD1Daod7XsOdd,البديع في نقد الشعر.azw3,application/x-mobipocket-ebook,510666,123,0
9096,1480741300,1cUgfy1NecvWvfMYksl45lP5n83FFU5cy,البديع في البديع.azw3,application/x-mobipocket-ebook,406259,121,0
9095,1480741300,1oR3c2WVOsPcIEILyWtBowoc7bB-Zmm5n,البديع عند الحريري.azw3,application/x-mobipocket-ebook,131412,120,0
9094,1480741300,1Je-IE037CTT2gSEG4vproWGFq43FPrw7,البخلاء.azw3,application/x-mobipocket-ebook,555299,130,0
9093,1480741300,1-1ZSkBmfMnoZ080GZ389lM6YrIq-wR12,البحث الأدبي بين النظر والتطبيق.azw3,application/x-mobipocket-ebook,281036,117,0
9092,1480741300,1YZXzy9EzOUy1bouuPioWDb6PMyxcsphO,الإيضاح في علوم البلاغة.azw3,application/x-mobipocket-ebook,1276578,117,0
9091,1480741300,15BPkJ73754bUCZ_8titB2yjLPFAxYuj4,الأوراق قسم أخبار الشعراء.azw3,application/x-mobipocket-ebook,1714517,117,0
9090,1480741300,1b1cZ9_mhcpA7XjwjwEmo49iXw09A_qjh,الأوائل.azw3,application/x-mobipocket-ebook,793217,113,0
9089,1480741300,1leHC52ex9S5wpOL99U20pIGlOy6gp6ZM,الأمثال.azw3,application/x-mobipocket-ebook,528351,117,0
9088,1480741300,1UUTLpPriaAHAHlx2DcYCR35eOafY3NFP,الأمثال من الكتاب والسنة.azw3,application/x-mobipocket-ebook,586675,114,0
9087,1480741300,1jVBqvy9eKd0P6q9hyDNRuyHQugBf_p8z,الأمثال المولدة.azw3,application/x-mobipocket-ebook,814587,117,0
9086,1480741300,1f_U1ugYas07E0npM1XS0Zce7eMjM62Ma,الإمتاع والمؤانسة.azw3,application/x-mobipocket-ebook,1046123,115,0
9085,1480741300,1t7tl6fHeOjbJ-1JebyzQCqgT0xSAH2bI,الأمالي،_فيها_مراث_و_أشعار_أخرى_وأخبار_ولغة_وغيرها.azw3,application/x-mobipocket-ebook,275533,116,0
9084,1480741300,1nnqSj_0HfnLGbmrdjUlILNvLwchyFctD,الأمالي.azw3,application/x-mobipocket-ebook,395292,120,0
9083,1480741300,1WYLc8dKOtu2TlOeMV1x_NdNs6Ma0C8Z_,الأمالي = شذور الأمالي = النوادر.azw3,application/x-mobipocket-ebook,1470859,121,0
9082,1480741300,1rnNCvGk0raOCGRF3Lr5yscyB6I-T9ff0,الإماء الشواعر.azw3,application/x-mobipocket-ebook,227418,120,0
9081,1480741300,1rggkcKRsLgbGRY14g__9WZtVOa2dwXhh,الإعجاز والإيجاز.azw3,application/x-mobipocket-ebook,417663,119,0
9080,1480741300,1TYCMZY5uzvwXjdc5fBPo4O4c0gJNXlMy,الأصمعيات اختيار الأصمعي.azw3,application/x-mobipocket-ebook,361836,123,0
9079,1480741300,155S0TDr_VQYT1Vmc5r8ove7x_17E6nza,الأسلوب.azw3,application/x-mobipocket-ebook,436558,120,0
9078,1480741300,1VZvHtXPpF28ScuPh3x6G6pcM3YdEDFGv,الأزمنة والأمكنة.azw3,application/x-mobipocket-ebook,1397122,119,0
9077,1480741300,1CxubYdisRCBbMo0NrAuGNr0Ptie-Bgn4,الأدب وفنونه - دراسة ونقد.azw3,application/x-mobipocket-ebook,472935,121,0
9076,1480741300,1EP2O5CFvPrfcGJEovR--X_24lh_KKHMq,الأدب العربي المعاصر في مصر.azw3,application/x-mobipocket-ebook,642444,121,0
9075,1480741300,15TUHBOXAtE1gXPeGxpthHGN0SIO5rBc9,الأدب_الجاهلي_في_آثار_الدارسين_قديما_وحديثا.azw3,application/x-mobipocket-ebook,741556,116,0
9074,1480741300,1kHKUa61OeY5iibTLFZGQA8hyBn8VGtBF,الاختيارين.azw3,application/x-mobipocket-ebook,832053,116,0
9073,1480741300,1qrKz9gTQiHQ41qo4I4ZmjfoU4wn4ufqb,الإبل.azw3,application/x-mobipocket-ebook,213773,109,0
9072,1480741300,13WQ5WN6Tyj4R5DgmKqlZGnPYcXLHQ8IB,إعتاب الكتاب.azw3,application/x-mobipocket-ebook,375478,107,0
9071,1480741300,1A7npinnS4MTRTv9asyDju0EiSIb4MkSs,أطواق_الذهب_في_المواعظ_والخطب_=_كتاب_المقالات.azw3,application/x-mobipocket-ebook,138651,106,0
9070,1480741300,1YGHWqX-mvmfBj6NG5DUxCiGmq_jysYlb,أشعار أولاد الخلفاء وأخبارهم.azw3,application/x-mobipocket-ebook,664438,101,0
9069,1480741300,1nkfAtlEf0f9bJiSXuB5EsrPxAtneRxLW,أشعار النساء.azw3,application/x-mobipocket-ebook,204706,102,0
9068,1480741300,1bCrT1sRX3XHVsAEQMQycUiiSr9_uQUob,أسواق الذهب.azw3,application/x-mobipocket-ebook,193156,100,0
9067,1480741300,1X5C_dXHMuO2Y1FJw-oVmeEsgA_7O_1VZ,أسماء خيل العرب وفرسانها.azw3,application/x-mobipocket-ebook,138164,104,0
9066,1480741300,1qlfWaWi4hrMgTCYkR5jU3po0XO1Ovfor,أسرار البلاغة.azw3,application/x-mobipocket-ebook,779911,101,0
9065,1480741300,1bF272o-F4aZLM8mTaI67KtRBVVHW6pnr,أدب الكتاب.azw3,application/x-mobipocket-ebook,433656,102,0
9064,1480741300,18bVdH_IZlnq2p_yAZcaKUs8I6HgX39iB,أدب الكاتب أو أدب الكتّاب.azw3,application/x-mobipocket-ebook,870323,103,0
9063,1480741300,1qCbpM9_w69-wMwvoSMIrrhoPdix_qEvb,أدب_الخواص_في_المختار_من_بلاغات_قبائل_العرب.azw3,application/x-mobipocket-ebook,231409,110,0
9062,1480741300,1aPToGTlIFx9VMX2y7RS0BeiX4JktcRE3,أخلاق_الوزيرين_=_مثالب_الوزيرين_=_أخلاق.azw3,application/x-mobipocket-ebook,699811,108,0
9061,1480741300,1-XjCeUnKLLOY4ZdjrJZg5HL3Xr6bfpfG,أخبار_وتراجم_أندلسية_مستخرجة_من_معجم_السفر_للسلفي.azw3,application/x-mobipocket-ebook,226543,108,0
9060,1480741300,17xZcljX6qX00ap_sp-i1XjvCsYl0K9mk,أخبار النساء.azw3,application/x-mobipocket-ebook,516870,110,0
9059,1480741300,1JzZOZpzCx93Furx2wIOUfERQwe27d3Ab,أخبار الظراف والمتماجنين.azw3,application/x-mobipocket-ebook,242132,104,0
9058,1480741300,1AfnIQhFi3VXYwIcUadfZhQ5USDVl4VJv,أخبار الحمقى والمغفلين.azw3,application/x-mobipocket-ebook,440577,107,0
9057,1480741300,1I1AOIwTIUhTtihaMJubtjTuwxLk8ps78,أحسن ما سمعت.azw3,application/x-mobipocket-ebook,230955,102,0
9056,1480741300,1LK6btUl9EMghDVXy7sEfEMdCXa5EnRI2,أتوعد سنات الرسول بمحوها.azw3,application/x-mobipocket-ebook,81051,103,0
9055,1480741300,1HFu8SCJYIUboYJ9--_pE-nEicCX0mcLg,اتجاهات الشعر العربي المعاصر.azw3,application/x-mobipocket-ebook,505620,104,0
9054,1480741300,1uQIIY2mZkBMv0x1fsLdWXb1dHMQQQSJG,أبيات_مختارة_تشتمل_على_عقيدة،_نصائح،_مواعظ،.azw3,application/x-mobipocket-ebook,222111,104,0
9053,1480741300,12SFTGefJVNpm5mllziAuMYWkFPMG2YhA,موت الألفاظ في العربية.azw3,application/x-mobipocket-ebook,252138,111,0
9052,1480741300,10T0yeqey3zEkEdubgujFqAd6S5qP7PGk,مناهج البحث في اللغة.azw3,application/x-mobipocket-ebook,580920,109,0
9051,1480741300,1i92URvJb8YXlYd-FbRkoBo_ekSXTxCVt,معجم تصحيح لغة الإعلام العربي.azw3,application/x-mobipocket-ebook,385119,108,0
9050,1480741300,1Xsb9qnbacF1lZRMGrGHcnm0UtD4uvSuu,قاموس الإملاء.azw3,application/x-mobipocket-ebook,280064,106,0
9049,1480741300,1B5Dw6KNR9X91-gfWjFVrRgfzdbLdYv3X,فقه اللغة وسر العربية.azw3,application/x-mobipocket-ebook,748498,108,0
9048,1480741300,1OtMSuj1ry6OzCmE8t81jiFEdUtZFmXBI,علم اللغة.azw3,application/x-mobipocket-ebook,757257,106,0
9047,1480741300,1XMTAzZWxngWTD0nxb76FRgZPgeEF3Cu0,علم اللغة مقدمة للقارئ العربي.azw3,application/x-mobipocket-ebook,672717,107,0
9046,1480741300,1w2tHfpGAPHTg8IjLsanmpzLDYJnHl_rJ,علم اللغة العربية.azw3,application/x-mobipocket-ebook,797122,109,0
9045,1480741300,1V-jmQ51BdXSuDBJqHAMfBasWoUfmiySr,صيغة_فعلان_واستعمالاتها_في_اللغة_العربية.azw3,application/x-mobipocket-ebook,132628,106,0
9044,1480741300,1pSRwDiHjTZaCmwJPrej8JzZA08-lECnN,سهم الألحاظ في وهم الألفاظ.azw3,application/x-mobipocket-ebook,171334,107,0
9043,1480741300,17tZkTNTN40YYXKBj6DSx7PUJ5ZgpXpbw,سر صناعة الإعراب.azw3,application/x-mobipocket-ebook,1637375,105,0
9042,1480741300,1ItXsM3QGH58U22uRzTx6SbsEGv8fBNzM,درة الغواص في أوهام الخواص.azw3,application/x-mobipocket-ebook,692531,105,0
9041,1480741300,1M4g-Y38vNUkswJ1WSAbcH0F5aTjcqgDQ,دراسات لغوية في أمهات كتب اللغة.azw3,application/x-mobipocket-ebook,356147,103,0
9040,1480741300,1l2PZdl1EBVQ1AabLN_sB64h4w9qzzzY9,دراسات في فقه اللغة.azw3,application/x-mobipocket-ebook,794713,98,0
9039,1480741300,16PDLboVy-nd3O-huzgc56kdJFYtH4sG8,دراسات في علم اللغة.azw3,application/x-mobipocket-ebook,640400,102,0
